title,excerpt,url,file_name,keyword,category
"With a Simple DNA Test, Family Histories Are Rewritten","Bob Hutchinson’s mother told him and his siblings almost nothing about her family, no matter how often they asked. “She was good at brushing people off,” said Mr. Hutchinson, 60.  Growing up, there were no photos of his mother as a child in the home, or of her own parents.",https://www.nytimes.com/2017/08/28/science/dna-tests-ancestry.html,d370eaaf-5546-4285-b9bf-9df6d01e0843.txt,Family,family
"Less bickering, more bonding: How to help siblings get along","This summer, Amy Wilson bought a bunch of sporting equipment and left it casually on the lawn, hoping her children would create great summer memories together, long days of whiffle ball and impromptu games. She pictured sibling togetherness, where they would create new bonds.",https://www.washingtonpost.com/lifestyle/on-parentin/less-bickering-more-bonding-how-to-help-siblingsget-along/2017/08/28/b096f83e-7d48-11e7-a669-b400c5c7e1cc_story.html,b33f0796-632c-4136-acc1-935054c2271f.txt,Family,family
The Best DNA Ancestry Testing Kit,"Ancestry.com is our pick for those who want to learn about their relatively recent ethnic roots or are seeking to connect with unknown relatives. Though all of the DNA services we tested provided broadly similar results for the ethnic origins of our panel of testers, Ancestry.",http://thewirecutter.com/reviews/best-dna-ancestry-testing-kit/,29347b7b-1a56-44ce-9853-470b857fdf06.txt,Family,family
"Facebook Figured Out My Family Secrets, And It Won't Tell Me How","Rebecca Porter and I were strangers, as far as I knew. Facebook, however, thought we might be connected. Her name popped up this summer on my list of “People You May Know,” the social network’s roster of potential new online friends for me.",http://gizmodo.com/facebook-figured-out-my-family-secrets-and-it-wont-tel-1797696163,4ceb3965-c89b-4d1d-afd6-e06c6afe1413.txt,Family,family
Melania Trump and the Chilling Artifice of Fashion,"Yesterday, heated debate over Melania Trump’s travel attire nearly overshadowed the very purpose of her trip: to bear witness to the devastation of the Houston hurricane.",https://www.thecut.com/2017/08/melania-trump-hurricane-heels-and-the-artifice-of-fashion.html,ae67cfbd-610e-4b6e-98a4-8cf96bb0ae90.txt,Family,family
A Guide to Negotiating Paternity Leave,"Impending fatherhood is a slow, rolling tidal wave of unfamiliar emotions. Even though the father’s emotions aren’t the main focus of the pregnancy, they are important to manage.",http://offspring.lifehacker.com/a-guide-to-negotiating-paternity-leave-1798322193,54b63481-397c-445b-bbdc-4ecfc7ef8cb4.txt,Family,family
"Commentary: Smaller families in Singapore, leading to unhealthy parenting styles","SINGAPORE: It really didn’t seem that long ago when the Stop at Two campaign was in full swing, warning parents in Singapore that “the more you have, the less they (each) get”.",http://www.channelnewsasia.com/news/singapore/commentary-smaller-families-in-singapore-leading-to-unhealthy-9112070,86bfe9c4-4069-4d30-84dd-9a1050d8c44b.txt,Family,family
"Are You There, Dad? It’s Me, Alice","In December I moved the contents of my 10-year-old niece’s bedroom from my brother’s house in Portland, Ore., to mine a half-mile away, where I tried to create an exact replica: same color walls, pictures hung in the same spots and stuffed animals laid out exactly as they had been.",https://www.nytimes.com/2017/08/25/style/modern-love-are-you-there-dad-its-me-alice.html,a3face04-019c-4f3b-bcf6-947bbf993689.txt,Family,family
Epic Stories That Expand the Universal Family Plot,"Family sagas write history through microcosm, tracing a clan’s rise, survival and, more often than not, ultimate dissolution.",https://www.nytimes.com/2017/09/01/books/review/counternarratives-john-keene-family-sagas.html,384343cd-2226-4679-86c7-ac232661ec6e.txt,Family,family
The important role of aunts and uncles in children’s lives,"My brother-in-law and I have taken turns watching each others’ kids almost every weekend for the past year. Whether it’s me keeping my nephews or my daughters going to his place, we’ve done a pretty great job at keeping the cousins very close.",https://www.washingtonpost.com/news/parenting/wp/2017/05/26/the-underrated-role-of-aunts-and-uncles/,3a8204b3-e169-42ee-b2d0-b890f3a916b9.txt,Family,family
