title,excerpt,url,file_name,keyword,category
Ruined ‘Apartments’ May Hold Clues to Native American History,"NEAR MANCOS, Colo. — On the site of a former auto-repair shop here, broken stone walls mark the site of a 900-year-old village that may yield new insights into an ancient desert culture.",https://www.nytimes.com/2017/09/04/science/chaco-native-american-archaeology.html,16f37fbb-64b8-4201-9604-a86828bbe84e.txt,Archeology,history
Neanderthals were distilling tar 200 thousand years ago in Europe,"Despite many recent discoveries that show Neanderthals were technologically and socially sophisticated, there's still a popular idea that these heavy-browed, pale-skinned early humans were mentally inferior to modern Homo sapiens. Now we have even more corroboration that they were pretty sharp.",https://arstechnica.com/science/2017/09/neanderthals-were-distilling-tar-200-thousand-years-ago-in-europe/,6d4e643c-c137-4062-91d8-d8418293abc4.txt,Archeology,history
Plumbing discovery reveals the rise and fall of the Roman Empire,"The ancient Roman plumbing system was a legendary achievement in civil engineering, bringing fresh water to urbanites from hundreds of kilometers away. Wealthy Romans had hot and cold running water, as well as a sewage system that whisked waste away.",https://arstechnica.com/science/2017/08/plumbing-discovery-reveals-the-rise-and-fall-of-the-roman-empire/,a36c9bf6-e36e-4cee-8b71-501c33bd8a30.txt,Archeology,history
The Golden Ratio: Design’s Biggest Myth,"In the world of art, architecture, and design, the golden ratio has earned a tremendous reputation. Greats like Le Corbusier and Salvador Dalí have used the number in their work.",https://www.fastcodesign.com/3044877/the-golden-ratio-designs-biggest-myth,94695cf4-94ee-492b-b9f3-ebf88295aaae.txt,Archeology,history
The rise of the useless class,"Historian Yuval Noah Harari offers a bracing prediction: just as mass industrialization created the working class, the AI revolution will create a new unworking class.",http://ideas.ted.com/the-rise-of-the-useless-class/,a66b7f7b-1449-4454-8570-18e6c336d5ab.txt,Archeology,history
Bizarre ant colony discovered in an abandoned Polish nuclear weapons bunker,"For the past several years, a group of researchers has been observing a seemingly impossible wood ant colony living in an abandoned nuclear weapons bunker in Templewo, Poland, near the German border.",https://arstechnica.com/science/2016/09/bizarre-ant-colony-discovered-in-an-abandoned-polish-nuclear-weapons-bunker/,3a3b062a-1f68-4094-8f96-9c18afd4cc0d.txt,Archeology,history
"A Single Migration From Africa Populated the World, Studies Find","Modern humans evolved in Africa roughly 200,000 years ago. But how did our species go on to populate the rest of the globe?  The question, one of the biggest in studies of human evolution, has intrigued scientists for decades.",https://www.nytimes.com/2016/09/22/science/ancient-dna-human-history.html,ffb0641f-849a-4c21-bcbe-ce51241b2f66.txt,Archeology,history
Human Curation Is Back,"The limitations of algorithmic curation of news and culture has prompted a return to the use of actual humans to select, edit, and explain. Who knows, this might spread to another less traditional media: apps.",https://mondaynote.com/human-curation-is-back-f32bc0ccc2aa,5836f3ec-188f-4a9c-af04-72ab1696ae6c.txt,Archeology,history
FORBIDDEN ARCHEOLOGY: Secret Discoveries of Early Man - FEATURE,"It's Indiana Jones meets The X-Files in this intriguing program that tackles the age-old question ""Where did we come from?"" Fascinating viewing! Highly recommended! - Michael Rogers, ""Library Journal"" The creators of the Emmy Award Winning Mystery of the Sphinx present a revolutionary new film that",https://www.youtube.com/watch?v=6oGqPc6poS4,f24c156f-f730-4135-b019-59aa1b15c636.txt,Archeology,history
When Yahoo Ruled the Valley: Stories of the Original ‘Surfers’,"SUNNYVALE, Calif. — Back in the mid-1990s, before Google even existed, the world’s best guides to the internet sat in Silicon Valley cubicles, visiting websites and carefully categorizing them by hand.",https://www.nytimes.com/2016/07/17/technology/when-yahoo-ruled-the-valley-stories-of-the-original-surfers.html,def7a02e-c3e6-495c-b038-3d8f88eeaa12.txt,Archeology,history
Cipher War,"In 1872 a British general named Alexander Cunningham, excavating an area in what was then British-controlled northern India, came across something peculiar.",https://www.theverge.com/2017/1/25/14371450/indus-valley-civilization-ancient-seals-symbols-language-algorithms-ai,48b600bb-4099-41fc-9cbf-6c28a81df0d5.txt,Archeology,history
"Europe was the birthplace of mankind, not Africa, scientists find","Currently, most experts believe that our human lineage split from apes around seven million years ago in central Africa, where hominids remained for the next five million years before venturing further afield.",http://www.telegraph.co.uk/science/2017/05/22/europe-birthplace-mankind-not-africa-scientists-find/,1fb18c6a-9a02-4e83-8766-a90048ec510e.txt,Archeology,history
Story of cities #3: the birth of Baghdad was a landmark for world civilisation,The foundation of al-Mansur’s ‘Round City’ in 762 was a glorious milestone in the history of urban design. It developed into the cultural centre of the world  The foundation of al-Mansur’s ‘Round City’ in 762 was a glorious milestone in the history of urban design.,https://www.theguardian.com/cities/2016/mar/16/story-cities-day-3-baghdad-iraq-world-civilisation,2b4e2619-e3a6-40ae-8dc3-53877c17d509.txt,Archeology,history
Archaeology: The milk revolution,"In the 1970s, archaeologist Peter Bogucki was excavating a Stone Age site in the fertile plains of central Poland when he came across an assortment of odd artefacts.",http://www.nature.com/news/archaeology-the-milk-revolution-1.13471,50bf254b-8559-4c3b-9d31-48b1cdb43457.txt,Archeology,history
Oldest Homo sapiens bones ever found shake foundations of the human story,"Idea that modern humans evolved in East Africa 200,000 years ago challenged by extraordinary discovery of 300,000-year-old remains in Moroccan mine 13.00 EDT  Last modified on Wednesday 7 June 2017 17.",https://www.theguardian.com/science/2017/jun/07/oldest-homo-sapiens-bones-ever-found-shake-foundations-of-the-human-story,60809486-f0ff-4988-9231-3d71e003cacf.txt,Archeology,history
Scientists Have Found the Oldest Known Human Fossils,"The 300,000-year-old bones and stone tools were discovered in a surprising place—and could revise the history of our species.",https://www.theatlantic.com/science/archive/2017/06/the-oldest-known-human-fossils-have-been-found-in-an-unusual-place/529452/,7cef56c9-8130-469c-ac75-7a550bcf8bb3.txt,Archeology,history
"How the world went from 170 million people to 7.3 billion, in one map","Humanity has conquered the world. It's hard to appreciate what that means, but the video above, by WorldPopulationHistory.org, shows just how incredible the growth and expansion of humanity has been over the past 2,000 years.",https://www.vox.com/2016/1/30/10872878/world-population-map,556a4905-0540-4969-8c88-3b3869b6b8f4.txt,Archeology,history
What ISIS Really Wants,"The Islamic State is no mere collection of psychopaths. It is a religious group with carefully considered beliefs, among them that it is a key agent of the coming apocalypse. Here’s what that means for its strategy—and for how to stop it.  What is the Islamic State?",https://www.theatlantic.com/features/archive/2015/02/what-isis-really-wants/384980/,e9838f87-b63a-4bca-971a-c81da65f51f1.txt,Archeology,history
Fate of Ancient Canaanites Seen in DNA Analysis: They Survived,"There is a story in the Hebrew Bible that tells of God’s call for the annihilation of the Canaanites, a people who lived in what are now Jordan, Lebanon, Syria, Israel and the Palestinian territories thousands of years ago.",https://www.nytimes.com/2017/07/27/science/ancient-canaanites-bible-lebanon.html,7520b9dc-abee-49d8-b195-65e58ba5b06f.txt,Archeology,history
Three new discoveries in a month rock our African origins,"Four years ago, the story of modern human origins seemed fairly simple. Modern humans originated in Africa sometime around 200,000 years ago. Some modern people spread into other parts of the world sometime after 100,000 years ago, mixing a bit with archaic human groups they met along the way.",https://medium.com/@johnhawks/the-story-of-modern-human-origins-just-got-more-complicated-9e435bea24f6,40f35382-c16d-4667-b23e-e76e0ab685e6.txt,Archeology,history
Crypt Believed to Be Jesus’ Tomb Opened for First Time in Centuries,"JERUSALEM — The only mystical power visible was the burning light from seven tapered candles. And yet for ages, the tomb that sits at the center of history has captured the imaginations of millions around the world.",https://www.nytimes.com/2016/11/04/world/middleeast/jesus-tomb-opened-jerusalem-constantine.html,71781000-c174-4762-b8fd-1490ec04680d.txt,Archeology,history
Lost cities #8: mystery of Cahokia – why did North America's largest city vanish?,"Long before Columbus reached the Americas, Cahokia was the biggest, most cosmopolitan city north of Mexico. Yet by 1350 it had been deserted by its native inhabitants the Mississippians – and no one is sure why",https://www.theguardian.com/cities/2016/aug/17/lost-cities-8-mystery-ahokia-illinois-mississippians-native-americans-vanish,12f6087d-cff7-4002-8bb7-a69a5dc92e23.txt,Archeology,history
Were we happier in the stone age?,Does modern life make us happy? We have gained much but we have lost a great deal too. Are humans better suited to a hunter-gatherer lifestyle? Does modern life make us happy? We have gained much but we have lost a great deal too.,https://www.theguardian.com/books/2014/sep/05/were-we-happier-in-the-stone-age,c352b143-f48a-487c-aaaf-ac3ca536129f.txt,Archeology,history
Shanzhai Archeology: defying our standardized technological imagination,"DISNOVATION.ORG (With Clément Renaud & Yuan Qu), Shanzhai Archeology. Photo : Sébastien Moitrot   Shanzhai Archeology – Research Database – beta. Photo: DISNOVATION.ORG",http://we-make-money-not-art.com/shanzhai-archeology-defying-our-standardized-technological-imagination/,c5ca3fa7-3782-4e40-9e9e-482a18c6997f.txt,Archeology,history
Unsealing of Christ's Reputed Tomb Turns Up New Revelations,"Researchers have continued their investigation into the site where the body of Jesus Christ is traditionally believed to have been buried, and their preliminary findings appear to confirm that portions of the tomb are still present today, having survived centuries of damage, destruction, and recon",http://news.nationalgeographic.com/2016/10/jesus-christ-tomb-burial-church-holy-sepulchre/,bd1e769d-6691-4255-a78b-70114f7ef1d0.txt,Archeology,history
Camels Had No Business in Genesis,"There are too many camels in the Bible, out of time and out of place.  Camels probably had little or no role in the lives of such early Jewish patriarchs as Abraham, Jacob and Joseph, who lived in the first half of the second millennium B.C.",https://www.nytimes.com/2014/02/11/science/camels-had-no-business-in-genesis.html,e186f3ea-93d9-4974-b0b8-ea1b18524fd1.txt,Archeology,history
Untangling an Accounting Tool and an Ancient Incan Mystery,"LIMA, Peru —  In a dry canyon strewn with the ruins of a long-dead city, archaeologists have made a discovery they hope will help unravel one of the most tenacious mysteries of ancient Peru: how to read the knotted string records, known as khipus, kept by the Incas.",https://www.nytimes.com/2016/01/03/world/americas/untangling-an-accounting-tool-and-an-ancient-incan-mystery.html,c1f5b13d-09a9-4289-8fc2-628c52a2a43c.txt,Archeology,history
Ship found in Arctic 168 years after doomed Northwest Passage attempt,"The long-lost ship of British polar explorer Sir John Franklin, HMS Terror, has been found in pristine condition at the bottom of an Arctic bay, researchers have said, in a discovery that challenges the accepted history behind one of polar exploration’s deepest mysteries.",https://www.theguardian.com/world/2016/sep/12/hms-terror-wreck-found-arctic-nearly-170-years-northwest-passage-attempt,6fc64e56-6ae8-41bb-82e4-4a9efd31430f.txt,Archeology,history
The secret libraries of history,"Beneath the streets of a suburb of Damascus, rows of shelves hold books that have been rescued from bombed-out buildings. Over the past four years, during the siege of Darayya, volunteers have collected 14,000 books from shell-damaged homes.",http://www.bbc.com/culture/story/20160819-the-secret-libraries-of-history,ffc70f7d-f3f3-4fad-b352-d38ddcf2c661.txt,Archeology,history
8 Surprising Historical Facts That Will Change Your Concept Of Time Forever,"You probably should know these things didn't happen anywhere near when you thought they did...  Not everyone can be a world history master, especially when we tend to learn about it in specifically segmented classes like ""European History"" or ""American Revolutionary History.",http://www.huffingtonpost.com/2014/02/26/historical-facts-time_n_4832325.html,88e34756-acc6-4906-8c9c-1d7624ccebcc.txt,Archeology,history
