title,excerpt,url,file_name,keyword,category
"Richard Posner, Leader of a Legal Revolution","Judge Richard Posner, probably the world’s most influential legal thinker over the last half-century, retired from the federal bench on Saturday. If a Nobel Prize were to be given in law, he would be the first to receive it, solely on the basis of his academic contributions.",https://www.bloomberg.com/view/articles/2017-09-03/richard-posner-leader-of-a-legal-revolution,57fad230-2d0f-4468-a076-c207f4b32892.txt,Legal,legal
Legal challenge to Arpaio pardon begins,"After President Trump’s pardon of ex-sheriff Joe Arpaio, who had been convicted of criminal contempt for violating a court order designed to stop the violation of the constitutional rights of suspected illegal immigrants, conventional wisdom — and certainly the Trump administration — woul",https://www.washingtonpost.com/blogs/right-turn/wp/2017/08/30/legal-challenge-to-arpaio-pardon-begins/,28064b16-9b50-4dbc-b8d3-7178e4a1f6d2.txt,Legal,legal
How a creative legal leap helped create vast wealth,"Nicholas Murray Butler was one of the leading thinkers of his age: a philosopher, Nobel Peace Prize winner, the president of Columbia University.   In 1911, someone asked Butler to name the most important invention of the industrial era.",http://www.bbc.co.uk/news/business-40674240,916f09db-3d45-4aa3-b059-87716676e747.txt,Legal,legal
The Road To Intelligent Legal Software,Artificial Intelligence is increasingly the talk of the town in legal tech circles.,https://blog.judicata.com/the-road-to-intelligent-legal-software-203174f4ec,f889a669-8f1f-4cb9-8914-53c4c16e6914.txt,Legal,legal
Ecstasy Is on Its Way to Becoming a Legal Treatment for PTSD,"MDMA, better known as the illegal drug Ecstasy, has shown promise for treating people with post-traumatic stress disorder. Now the FDA has granted the drug “breakthrough” status, and a phase 3 trial could begin as early as spring 2018.",http://vitals.lifehacker.com/ecstasy-is-on-its-way-to-becoming-a-legal-treatment-for-1798707472,db4cae75-8071-46f2-81e2-988d77e57d4f.txt,Legal,legal
Thoughts on Judge Richard Posner’s legal pragmatism,"Judge Richard Posner, who unexpectedly announced his retirement on Friday, is the most influential lower court judge of the last several decades. He is also perhaps the greatest legal scholar of his era. Among other things, he is one of the founding pioneers of law and economics.",https://www.washingtonpost.com/news/volokh-conspiracy/wp/2017/09/02/thoughts-on-judge-richard-posners-legal-pragmatism/,c464088e-5afe-4334-9abf-e3e8d874b271.txt,Legal,legal
The bear case for crypto,"I’m not your lawyer, this is not legal advice. It’s not investment advice, either, unless of course you want to invest in the future of the cutest animal in the world, the endangered Vancouver Island Marmot. ",https://prestonbyrne.com/2017/09/01/the-bear-case-for-crypto/,aa522896-8abd-4d5b-a5fb-4be59d22794b.txt,Legal,legal
The Legal Crises to Follow in Hurricane Harvey's Wake,"Lawyers in Houston are acting as first responders, connecting victims with insurance issues, among others, to pro bono assistance.",https://www.theatlantic.com/politics/archive/2017/08/seeking-legal-help-in-the-middle-of-hurricane-harvey/538488/,8b034009-f20b-4bf0-bb8f-ca1aa525ef4e.txt,Legal,legal
Trump's electoral threat against Sen. Claire McCaskill raises legal questions,President Donald Trump’s public electoral threat Wednesday against Sen. Claire McCaskill during a speech in Missouri on tax reform triggered another round of questions about the administration’s blurring the line between partisan politics and official business.,http://www.politico.com/story/2017/08/30/trump-claire-mccaskill-ethics-missouri-242187,1fd45487-d2d2-4a0e-8290-25631bd44156.txt,Legal,legal
Judge dismisses lawsuit over Uber’s ‘Hell’ program,"A US District Court judge in California dismissed a class action lawsuit against Uber by a former Lyft driver over the company’s “Hell” program, which it allegedly used between 2014 and 2016 to track drivers of the rival service.",https://www.theverge.com/2017/8/31/16235412/lyft-driver-hell-program-lawsuit-uber,8c782640-6fb1-4397-9f65-588947725403.txt,Legal,legal
