title,excerpt,url,file_name,keyword,category
Americans Have Given Up on Public Schools. That’s a Mistake.,"The current debate over public education underestimates its value—and forgets its purpose.  Public schools have always occupied prime space in the excitable American imagination. For decades, if not centuries, politicians have made hay of their supposed failures and extortions.",https://www.theatlantic.com/magazine/archive/2017/10/the-war-on-public-schools/537903/,51790bb8-83b5-4c66-9a29-2eb83ffae5ce.txt,Education,education
"Silicon Valley Courts Brand-Name Teachers, Raising Ethics Issues","MAPLETON, N.D. — One of the tech-savviest teachers in the United States teaches third grade here at Mapleton Elementary, a public school with about 100 students in the sparsely populated plains west of Fargo.  Her name is Kayla Delzer. Her third graders adore her.",https://www.nytimes.com/2017/09/02/technology/silicon-valley-teachers-tech.html,bd820938-8e80-4a23-bdee-753fd7803eb1.txt,Education,education
"A free, teacher-less university in France is schooling thousands of future-proof programmers","Paris When you walk into École 42, a teacher-less coding school in Paris, a few things leap out at you: a killer collection of provocative street art, including an illustrated condom machine at the front desk; iMacs as far as the eye can see; and a palpable buzz from the roughly",https://qz.com/1054412/a-french-billionaires-free-teacher-less-university-is-designing-thousands-of-future-proof-employees/,19962f4f-853f-4b12-a9a4-a6059f44dc80.txt,Education,education
Compulsory Education is an oxymoron (back-to-school rant),"Effective education is rarely done TO people. It's done with them.  I had my first professional teaching gig forty years ago this summer. Since then, I've taught at institutions like NYU and Tufts, at community colleges, from the stage, one on one and most of all, on the vanguard of digital media.",http://sethgodin.typepad.com/seths_blog/2017/09/compulsory-education-is-an-oxymoron-back-to-school-rant.html,73a71a4c-17dc-4642-bd2a-e7163061f5e9.txt,Education,education
US universities are losing their superpower status in the world,"Harvard, Yale, Princeton, and Stanford are not actually the pinnacle of higher education in the world anymore—at least, not according to recent rankings.",https://qz.com/1069786/are-oxford-and-cambridge-now-better-than-stanford-and-harvard-us-universities-are-falling-in-the-2018-global-rankings/,24a73b0a-32ca-4888-a886-58e023a50a32.txt,Education,education
Problem: A Massive Teacher Shortage. Solution: The Philippines,School districts and state governments across the U.S. are combating the worsening teacher shortage crisis that is expected to peak this school year with new creative policy solutions — and they're not exactly going by the textbook.,https://www.nbcnews.com/politics/politics-news/problem-massive-teacher-shortage-solution-philippines-n793831,9112782d-73b4-48b0-a0b9-370d75c793d5.txt,Education,education
SEN assessment: one of the Cameron era’s most howling disasters,It was March 2011 when the coalition government announced proposals to reform England’s special educational needs (SEN) system.,https://www.theguardian.com/education/2017/sep/05/special-needs-assessment-disaster-sen-ehc-plans,c35e7151-3962-4916-8a45-dc12943f485c.txt,Education,education
What Happens When A Kid Leaves Traditional Education,Logan Laplante is a 13 year-old boy who was taken out of the education system to be home schooled instead.,http://www.collective-evolution.com/2014/01/07/this-is-what-happens-when-a-kid-leaves-traditional-education/,944b142e-b646-4624-b1fe-91387554d28a.txt,Education,education
Why Virtual Classes Can Be Better Than Real Ones,"I teach one of the world’s most popular MOOCs (massive online open courses), “Learning How to Learn,” with neuroscientist Terrence J. Sejnowski, the Francis Crick Professor at the Salk Institute for Biological Studies.",http://nautil.us/issue/29/scaling/why-virtual-classes-can-be-better-than-real-ones,6a22e4f2-3727-418a-a103-96af4bbce633.txt,Education,education
Rise of the humanities,"The humanities are in crisis. It’s become orthodoxy. In fact, so much attention has been paid to the ‘crisis of the humanities’ that few have stopped to ask if there actually is such a crisis. Over just the past few generations, enormous changes have transformed higher education.",https://aeon.co/essays/the-humanities-are-booming-only-the-professors-can-t-see-it,5181660c-3090-43ae-a4d3-a545c208fb63.txt,Education,education
