title,excerpt,url,file_name,keyword,category
"More than half in UK are 'non-religious', says survey","For the first time, more than half of people in the UK do not identify as religious, a survey suggests.  Last year 53% of people described themselves as having ""no religion"", in a survey of 2,942 adults by the National Centre for Social Research.",http://www.bbc.co.uk/news/uk-41150792,abb441c1-1651-4fd4-a1da-5b80d23556a3.txt,Religion,religion
"More than half UK population has no religion, finds survey",British Social Attitudes survey shows generation gap on religious affiliation is widening with only 3% of adults under 24 describing themselves as Anglican        The Church of England is facing a catastrophic fall in the proportion of young adults who describe themselves as Anglican as new data s,https://www.theguardian.com/world/2017/sep/04/half-uk-population-has-no-religion-british-social-attitudes-survey,0eba1358-8c99-4b86-bed6-7c16b904197a.txt,Religion,religion
Why Are Some People Attracted to New Religions?,"Earlier this month, Jon Emont investigated why it’s so difficult for “baby religions” to get off the ground.",https://www.theatlantic.com/notes/2017/08/sankofa-urantia-new-message-from-god/537855/,3769c209-386c-40b7-9dc2-ae00f2d63866.txt,Religion,religion
The robots are coming for one of Hinduism’s holiest ceremonies,"Aarti is the quintessential Hindu religious ritual. Automation, for some time now, has given many Indians sleepless nights. So a coming together of these two says a lot about the world we live in.",https://qz.com/1066718/the-robots-are-coming-for-one-of-hinduisms-holiest-ceremonies/,af4070db-7eb6-4183-9151-90330365c59f.txt,Religion,religion
Can You Be Good Without God?,"“If God did not exist, then we would have to invent him,” said the French philosopher Voltaire. His point: that without a divine being to check right and wrong, any number of atrocities are possible and could go unpunished.",http://www.thedailybeast.com/can-you-be-good-without-god,c7d16d35-d805-4772-b661-55ab64efaafe.txt,Religion,religion
Lidl airbrushing crosses from food? You can’t just excise religion from life,"It’s a grandiloquent moral to draw from the packaging on supermarket yoghurt, but ignoring faiths won’t make the future pasteurised The German supermarket chain Lidl has been caught removing the crosses off a picture of a Greek island used to sell cheese.",https://www.theguardian.com/commentisfree/2017/sep/04/lidl-remove-religious-crosses-food-packaging-excise-religion-life,48f2d374-f497-4c09-8d6e-abcf3673a664.txt,Religion,religion
Can reason make room for religion in public life?,"Contemporary Western liberals often assume that theological and political worldviews are competing discourses. Religion, when it enters the political arena, is cast as just another ideology vying for power.",https://aeon.co/ideas/does-religion-have-a-place-in-a-progressive-public-sphere,f2943862-2d6c-426b-9c6e-aee10df63d9c.txt,Religion,religion
Religious leaders like Joel Osteen are a big reason why Americans are abandoning religion,"On Monday, millionaire pastor Joel Osteen taught more Americans via his actions than he’ll ever do in a sermon. At least initially, Osteen refused to open the doors of his Houston megachurch to people displaced by Tropical Storm Harvey.",http://www.salon.com/2017/08/30/religious-leaders-like-joel-osteen-are-a-big-reason-why-americans-are-dumping-religion/,b778df05-8d0e-4abb-aa07-246e9eaf4018.txt,Religion,religion
‘Close Encounters’ Was When the Movies Got New-Age Religion,"The French director François Truffaut once said that “when a film achieves a certain success, it becomes a sociological event.",https://www.nytimes.com/2017/08/31/arts/movie-close-encounters-of-the-third-kind-anniversary.html,014c25d7-d531-4207-83fa-22f92bf4375a.txt,Religion,religion
Ideas were not enough,"Religious freedom has become an emblematic value in the West. Embedded in constitutions and championed by politicians and thinkers across the political spectrum, it is to many an absolute value, something beyond question. Yet how it emerged, and why, remains widely misunderstood.",https://aeon.co/essays/the-modern-state-not-ideas-brought-about-religious-freedom,67ab75b1-cce4-4b05-938f-dd2f4134f48c.txt,Religion,religion
